City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Putignano,IT,2022-04-13 16:27:20,40.8518,17.1213,62.08,47,0,11.5
268,Buala,SB,2022-04-13 16:27:20,-8.145,159.5921,79.48,78,34,5.79
269,Kuytun,RU,2022-04-13 16:27:21,54.3419,101.5036,28.45,72,0,3.18
270,Rio Gallegos,AR,2022-04-13 16:27:21,-51.6226,-69.2181,62.65,39,20,14.97
271,Manzhouli,CN,2022-04-13 16:27:22,49.6,117.4333,31.51,46,46,5.66
272,Maudaha,IN,2022-04-13 16:27:22,25.6833,80.1167,97.56,11,35,7.16
273,Wagar,SD,2022-04-13 16:27:23,16.1525,36.2032,102.36,16,8,6.26
274,Narsaq,GL,2022-04-13 16:27:23,60.9167,-46.05,52.02,54,100,8.43
275,Iracemapolis,BR,2022-04-13 16:27:24,-22.5806,-47.5186,83.8,69,81,7.45
276,Vryheid,ZA,2022-04-13 16:27:24,-27.7695,30.7917,64.31,59,49,4.61
277,Hamilton,US,2022-04-13 16:26:35,39.1834,-84.5333,65.66,92,100,16.11
278,Harper,LR,2022-04-13 16:27:25,4.375,-7.7169,84.49,74,92,13.2
279,Vao,NC,2022-04-13 16:28:25,-22.6667,167.4833,75.15,68,6,1.23
280,Venado Tuerto,AR,2022-04-13 16:28:26,-33.7456,-61.9688,70.77,24,0,6.93
281,Tabas,IR,2022-04-13 16:28:26,33.5959,56.9244,85.17,11,65,2.71
282,Korla,CN,2022-04-13 16:28:27,41.7597,86.1469,61.23,32,76,7.14
283,Khao Yoi,TH,2022-04-13 16:28:27,13.2403,99.8243,88.99,65,100,4.59
284,Hanyang,CN,2022-04-13 16:28:28,32.1371,105.5126,59.25,82,100,3.2
285,Caravelas,BR,2022-04-13 16:28:28,-17.7125,-39.2481,83.28,68,49,7.2
286,Cabo San Lucas,MX,2022-04-13 16:26:13,22.8909,-109.9124,81.61,51,0,11.5
287,Ahipara,NZ,2022-04-13 16:28:29,-35.1667,173.1667,61.83,74,75,12.95
288,Huarmey,PE,2022-04-13 16:28:30,-10.0681,-78.1522,71.51,74,9,11.18
289,Neuquen,AR,2022-04-13 16:25:15,-38.9516,-68.0591,67.89,30,0,4.61
290,Mayo,US,2022-04-13 16:28:31,38.8876,-76.5119,81.5,62,0,8.05
291,Haines Junction,CA,2022-04-13 16:28:31,60.7522,-137.5108,8.55,56,11,0.0
292,Darhan,MN,2022-04-13 16:28:32,49.4867,105.9228,29.62,59,100,14.2
293,Dingwall,GB,2022-04-13 16:28:33,57.5953,-4.4272,51.08,89,100,4.23
294,Norman Wells,CA,2022-04-13 16:28:33,65.282,-126.8329,8.64,56,20,3.44
295,Sabinas Hidalgo,MX,2022-04-13 16:28:34,26.5,-100.1667,92.7,15,0,9.57
296,Muros,ES,2022-04-13 16:28:34,42.7762,-9.0603,69.15,79,13,11.21
297,Oranjemund,NA,2022-04-13 16:28:35,-28.55,16.4333,62.87,83,82,10.42
298,Lorengau,PG,2022-04-13 16:28:35,-2.0226,147.2712,80.89,76,9,6.24
299,Haverfordwest,GB,2022-04-13 16:28:36,51.8017,-4.9691,57.25,80,49,4.0
300,Mount Gambier,AU,2022-04-13 16:27:30,-37.8333,140.7667,48.11,100,40,6.91
301,Lagoa,PT,2022-04-13 16:28:36,39.05,-27.9833,60.12,81,76,32.37
302,Galich,RU,2022-04-13 16:28:37,58.3797,42.3475,37.4,94,100,9.28
303,Grindavik,IS,2022-04-13 16:28:37,63.8424,-22.4338,49.95,66,100,20.71
304,Teguise,ES,2022-04-13 16:28:38,29.0605,-13.564,66.42,56,40,19.57
305,Mujiayingzi,CN,2022-04-13 16:28:38,42.1167,118.7833,44.22,42,0,7.83
306,Nadym,RU,2022-04-13 16:28:39,65.5333,72.5167,34.79,99,100,9.93
307,Loding,NO,2022-04-13 16:28:40,67.3,14.75,36.54,92,40,4.61
308,Zhuzhou,CN,2022-04-13 16:28:40,27.8333,113.15,62.73,90,81,3.09
309,Lata,PT,2022-04-13 16:25:05,40.1629,-8.3327,64.92,51,84,9.15
310,Ponta Do Sol,PT,2022-04-13 16:28:41,32.6667,-17.1,69.71,78,78,1.21
311,Iquique,CL,2022-04-13 16:27:12,-20.2208,-70.1431,68.04,67,8,5.17
312,Nova Olinda Do Norte,BR,2022-04-13 16:28:42,-3.8881,-59.0942,88.34,59,99,3.94
313,Niksar,TR,2022-04-13 16:28:42,40.5917,36.9517,41.85,70,75,1.48
314,Jiangyou,CN,2022-04-13 16:28:43,31.7667,104.7167,61.74,80,100,6.2
315,Porbandar,IN,2022-04-13 16:28:44,21.6422,69.6093,81.9,78,0,10.09
316,Salalah,OM,2022-04-13 16:28:44,17.0151,54.0924,82.49,83,0,4.61
317,Port Augusta,AU,2022-04-13 16:28:45,-32.5,137.7667,68.85,36,60,6.85
318,Byron Bay,AU,2022-04-13 16:28:45,-28.65,153.6167,62.49,79,100,11.07
319,North Battleford,CA,2022-04-13 16:28:46,52.7834,-108.2847,14.09,62,100,13.8
320,Ostrow Wielkopolski,PL,2022-04-13 16:28:46,51.655,17.8069,58.84,49,72,8.21
321,Sorkjosen,NO,2022-04-13 16:28:47,69.8,20.9333,39.2,48,98,5.75
322,Asau,RO,2022-04-13 16:28:47,46.4333,26.4,52.95,37,51,7.78
323,Sukabumi,ID,2022-04-13 16:28:48,-6.9181,106.9267,71.13,93,82,1.63
324,Andenes,NO,2022-04-13 16:28:48,69.3143,16.1194,35.92,100,75,6.91
325,Lyngdal,NO,2022-04-13 16:28:49,58.1376,7.07,46.99,76,100,13.4
326,Vestmannaeyjar,IS,2022-04-13 16:29:49,63.4427,-20.2734,43.79,81,40,39.12
327,Karatuzskoye,RU,2022-04-13 16:29:50,53.6072,92.8667,26.76,78,2,2.57
328,Kirkwall,GB,2022-04-13 16:29:50,58.9848,-2.9587,44.65,87,75,16.11
329,Cockburn Town,TC,2022-04-13 16:27:43,21.4612,-71.1419,82.36,65,40,23.02
330,West Wendover,US,2022-04-13 16:29:51,40.7391,-114.0733,33.01,55,75,14.97
331,Swellendam,ZA,2022-04-13 16:29:52,-34.0226,20.4417,68.9,76,97,9.35
332,Ushtobe,KZ,2022-04-13 16:29:52,45.2514,77.9838,60.35,27,8,8.7
333,Garden City,US,2022-04-13 16:29:53,42.3256,-83.331,73.65,68,100,25.32
334,Jeremie,HT,2022-04-13 16:29:53,18.65,-74.1167,81.77,68,21,4.18
335,Zdounky,CZ,2022-04-13 16:29:54,49.2277,17.319,64.42,54,11,8.05
336,Juneau,US,2022-04-13 16:29:54,58.3019,-134.4197,35.6,40,20,9.22
337,Clyde River,CA,2022-04-13 16:29:55,70.4692,-68.5914,-1.97,78,40,3.44
338,Ulaangom,MN,2022-04-13 16:29:55,49.9811,92.0667,31.03,40,100,5.08
339,Saint-Francois,FR,2022-04-13 16:29:56,46.4154,3.9054,64.67,63,0,9.22
340,Kainantu,PG,2022-04-13 16:29:56,-6.2887,145.8655,58.95,97,93,1.48
341,Novyye Burasy,RU,2022-04-13 16:29:57,52.1324,46.0714,52.52,70,100,19.08
342,Mounana,GA,2022-04-13 16:29:57,-1.4085,13.1586,79.32,86,47,3.36
343,Londoko,RU,2022-04-13 16:29:58,49.0333,131.9833,24.12,88,8,2.57
344,Fortuna,US,2022-04-13 16:25:10,40.5982,-124.1573,46.65,87,20,9.22
345,Portland,US,2022-04-13 16:26:49,45.5234,-122.6762,41.27,91,100,8.01
346,Banda Aceh,ID,2022-04-13 16:29:59,5.5577,95.3222,82.24,76,92,3.8
347,Anadyr,RU,2022-04-13 16:29:59,64.75,177.4833,27.1,93,75,22.37
348,Sabha,LY,2022-04-13 16:30:00,27.0377,14.4283,101.55,5,69,12.55
349,Tabuk,PH,2022-04-13 16:30:00,17.4189,121.4443,73.63,91,84,3.31
350,Irtyshskiy,RU,2022-04-13 16:30:01,58.3333,68.1333,40.05,87,98,10.54
351,Lavrentiya,RU,2022-04-13 16:30:03,65.5833,-171.0,13.68,91,72,9.93
352,Port Hardy,CA,2022-04-13 16:30:05,50.6996,-127.4199,42.8,75,40,4.61
353,Mezen,RU,2022-04-13 16:30:07,65.8522,44.24,29.46,96,100,9.98
354,Xinxiang,CN,2022-04-13 16:30:08,35.3089,113.8672,52.14,45,16,3.58
355,Nelson Bay,AU,2022-04-13 16:30:08,-32.7167,152.15,69.01,66,28,9.13
356,Foz,ES,2022-04-13 16:30:09,43.5692,-7.2544,59.13,77,81,3.96
357,Tigil,RU,2022-04-13 16:30:10,57.8,158.6667,19.98,97,100,1.14
358,Inuvik,CA,2022-04-13 16:30:11,68.3499,-133.7218,11.26,79,75,9.22
359,Brownsville,US,2022-04-13 16:25:13,25.9018,-97.4975,85.08,75,100,24.16
360,Douglas,US,2022-04-13 16:28:53,41.3,-96.167,35.83,52,0,21.85
361,Komsomolskiy,UZ,2022-04-13 16:30:13,40.4272,71.7189,75.92,33,17,0.0
362,Canico,PT,2022-04-13 16:30:14,32.6333,-16.85,69.71,77,20,21.85
363,Shache,CN,2022-04-13 16:30:15,38.4167,77.2406,69.62,21,100,4.56
364,Saint-Georges,GD,2022-04-13 16:30:16,12.0564,-61.7485,83.88,65,75,19.57
365,Reo,BF,2022-04-13 16:30:16,12.3167,-2.4667,104.45,11,99,4.79
366,Praia,CV,2022-04-13 16:30:17,14.9215,-23.5087,75.74,57,20,23.02
367,Mnogovershinnyy,RU,2022-04-13 16:27:39,53.9353,139.9242,8.74,97,85,3.11
368,Roald,NO,2022-04-13 16:30:18,62.5833,6.1333,50.92,61,0,12.66
369,Makasar,ID,2022-04-13 16:30:18,-5.14,119.4221,77.05,100,20,1.14
370,Flin Flon,CA,2022-04-13 16:30:19,54.7682,-101.865,22.84,80,100,13.8
371,Geraldton,AU,2022-04-13 16:30:20,-28.7667,114.6,61.21,88,0,9.22
372,Manokwari,ID,2022-04-13 16:30:20,-0.8667,134.0833,80.01,78,100,6.15
373,Carmen,MX,2022-04-13 16:30:21,18.6333,-91.8333,84.24,70,40,14.97
374,Lanzhou,CN,2022-04-13 16:30:21,36.0564,103.7922,43.14,89,100,5.41
375,Horasan,TR,2022-04-13 16:31:22,40.0458,42.1728,20.19,82,47,1.77
376,Palembang,ID,2022-04-13 16:31:23,-2.9167,104.7458,80.69,89,40,2.3
377,Carahue,CL,2022-04-13 16:31:23,-38.7,-73.1667,62.11,47,5,6.13
378,Arona,ES,2022-04-13 16:31:24,28.0996,-16.681,63.39,65,75,17.27
379,Takoradi,GH,2022-04-13 16:31:24,4.8845,-1.7554,81.39,77,100,11.39
380,Coquimbo,CL,2022-04-13 16:31:25,-29.9533,-71.3436,62.33,72,20,11.5
381,Saint Charles,US,2022-04-13 16:31:26,38.7667,-90.7335,69.53,82,75,12.66
382,Williams Lake,CA,2022-04-13 16:31:26,52.1415,-122.1445,20.77,49,20,9.22
383,Vrangel,RU,2022-04-13 16:31:27,42.7297,133.0839,38.62,79,100,7.25
384,Luganville,VU,2022-04-13 16:31:27,-15.5333,167.1667,78.4,84,15,2.08
385,Toba,JP,2022-04-13 16:31:28,34.4833,136.85,66.2,91,97,6.06
386,Surgut,RU,2022-04-13 16:31:28,61.25,73.4167,44.78,36,0,4.47
387,Urucara,BR,2022-04-13 16:31:29,-2.5364,-57.76,86.79,60,100,3.94
388,Sandakan,MY,2022-04-13 16:31:29,5.8402,118.1179,80.28,88,20,7.0
389,Klaksvik,FO,2022-04-13 16:31:30,62.2266,-6.589,45.52,88,99,15.17
390,Shelburne,CA,2022-04-13 16:31:31,44.0787,-80.2041,62.37,86,99,16.82
391,Labuhan,ID,2022-04-13 16:31:31,-6.8844,112.2051,79.18,81,20,3.91
392,Vanimo,PG,2022-04-13 16:31:31,-2.6741,141.3028,78.22,80,21,2.13
393,Hovd,MN,2022-04-13 16:31:32,48.0056,91.6419,24.21,49,100,5.86
394,Mahibadhoo,MV,2022-04-13 16:31:33,3.7833,72.9667,84.7,74,100,14.72
395,Rambha,IN,2022-04-13 16:31:33,19.5167,85.1,82.33,74,26,17.85
396,Olafsvik,IS,2022-04-13 16:31:34,64.8945,-23.7142,42.93,73,98,9.1
397,Biak,ID,2022-04-13 16:31:34,-0.9131,122.8766,77.61,81,100,1.86
398,Gejiu,CN,2022-04-13 16:31:35,23.306,103.1635,56.52,84,2,4.92
399,Sao Joao Da Barra,BR,2022-04-13 16:31:35,-21.6403,-41.0511,89.69,75,22,10.42
400,Glens Falls,US,2022-04-13 16:30:33,43.3095,-73.644,64.98,37,100,1.01
401,La Asuncion,VE,2022-04-13 16:31:36,11.0333,-63.8628,81.1,73,48,19.3
402,Cururupu,BR,2022-04-13 16:31:37,-1.8283,-44.8683,84.45,72,79,6.22
403,Waipawa,NZ,2022-04-13 16:31:38,-41.4122,175.5153,48.99,73,100,11.41
404,Manado,ID,2022-04-13 16:31:38,1.487,124.8455,77.77,94,40,1.14
405,Huadian,CN,2022-04-13 16:31:39,42.9633,126.7478,41.85,54,80,4.99
406,Richards Bay,ZA,2022-04-13 16:31:39,-28.783,32.0377,72.95,76,89,7.47
407,La Ronge,CA,2022-04-13 16:31:40,55.1001,-105.2842,12.45,62,100,8.05
408,Poum,NC,2022-04-13 16:31:41,-20.2333,164.0167,76.53,72,0,9.06
409,Laramie,US,2022-04-13 16:31:41,41.3114,-105.5911,28.96,56,78,4.0
410,Durban,ZA,2022-04-13 16:31:42,-29.8579,31.0292,71.92,93,67,5.01
411,Porto Santo,PT,2022-04-13 16:31:42,33.072,-16.3415,64.78,63,40,12.66
412,Nizwa,OM,2022-04-13 16:31:43,22.9333,57.5333,88.38,13,0,7.09
413,Pimentel,PE,2022-04-13 16:31:43,-6.8367,-79.9342,73.69,64,0,17.27
414,Synya,RU,2022-04-13 16:31:44,65.3718,58.0387,34.3,100,100,2.33
415,Mayor Pablo Lagerenza,PY,2022-04-13 16:31:44,-19.9309,-60.7718,70.32,97,100,9.35
416,Mana,GF,2022-04-13 16:31:45,5.6592,-53.7767,81.55,73,21,12.35
417,Vaitape,PF,2022-04-13 16:31:45,-16.5167,-151.75,81.14,75,10,15.03
418,Morros,BR,2022-04-13 16:31:46,-9.4467,-46.3003,89.89,43,23,1.5
419,Nishihara,JP,2022-04-13 16:31:46,26.1842,127.7558,73.45,89,75,9.22
420,Bandipur,NP,2022-04-13 16:31:47,27.9333,84.4167,69.75,54,22,4.72
421,Christchurch,NZ,2022-04-13 16:30:00,-43.5333,172.6333,42.42,100,7,1.14
422,Marsaxlokk,MT,2022-04-13 16:32:48,35.8419,14.5431,60.08,77,75,19.57
423,Bonnyville,CA,2022-04-13 16:30:14,54.2668,-110.735,10.2,74,100,10.67
424,Biharamulo,TZ,2022-04-13 16:32:49,-2.6319,31.3089,65.82,82,81,1.9
425,Mao,ES,2022-04-13 16:32:50,39.8885,4.2658,55.96,100,75,20.71
426,Kemerovo,RU,2022-04-13 16:32:02,55.3333,86.0833,40.69,41,0,6.71
427,Rani,IN,2022-04-13 16:32:50,25.3503,73.3089,86.25,22,0,10.49
428,Kasese,UG,2022-04-13 16:32:51,0.1833,30.0833,71.96,77,56,3.56
429,Hoopstad,ZA,2022-04-13 16:32:51,-27.8327,25.9083,67.14,47,9,4.59
430,Vermilion,US,2022-04-13 16:32:52,40.1667,-87.7506,68.92,93,100,11.5
431,Maragogi,BR,2022-04-13 16:32:52,-9.0122,-35.2225,83.98,68,79,8.63
432,Varhaug,NO,2022-04-13 16:32:53,58.6147,5.6457,48.78,78,98,14.18
433,Kuala Terengganu,MY,2022-04-13 16:32:54,5.3302,103.1408,80.55,89,20,5.01
434,Charters Towers,AU,2022-04-13 16:32:54,-20.1,146.2667,67.78,81,55,6.67
435,Port Hawkesbury,CA,2022-04-13 16:32:55,45.6169,-61.3485,42.19,89,100,10.0
436,Erenhot,CN,2022-04-13 16:32:55,43.6475,111.9767,35.64,51,59,7.74
437,Panzhihua,CN,2022-04-13 16:32:56,26.5851,101.7128,71.55,48,88,2.84
438,Lasa,IT,2022-04-13 16:32:56,46.6166,10.7002,63.48,88,99,2.89
439,Bac Lieu,VN,2022-04-13 16:32:57,9.285,105.7244,81.81,78,40,8.66
440,Cherskiy,RU,2022-04-13 16:32:57,68.75,161.3,-7.13,98,58,5.95
441,Vanavara,RU,2022-04-13 16:32:58,60.34,102.2797,30.78,92,100,15.79
442,Rantauprapat,ID,2022-04-13 16:32:58,2.1,99.8333,74.25,97,100,2.24
443,Qasigiannguit,GL,2022-04-13 16:32:59,68.8193,-51.1922,21.45,90,100,6.4
444,Turukhansk,RU,2022-04-13 16:32:59,65.8167,87.9833,32.95,98,100,13.96
445,Namatanai,PG,2022-04-13 16:33:00,-3.6667,152.4333,79.25,81,55,6.64
446,Bethal,ZA,2022-04-13 16:33:01,-26.4579,29.4655,56.28,66,7,3.58
447,Muisne,EC,2022-04-13 16:33:01,0.6,-80.0333,80.65,77,86,9.8
448,Bilibino,RU,2022-04-13 16:32:22,68.0546,166.4372,12.43,85,100,3.58
449,Potosi,BO,2022-04-13 16:33:02,-19.5836,-65.7531,54.46,33,0,0.0
450,Calinesti,RO,2022-04-13 16:33:03,44.8167,25.05,49.55,55,5,5.75
451,Karratha,AU,2022-04-13 16:33:03,-20.7377,116.8463,80.55,52,55,6.49
452,Bambanglipuro,ID,2022-04-13 16:28:37,-7.95,110.2833,77.5,83,11,3.04
453,Marabba,SD,2022-04-13 16:33:05,12.35,32.1833,101.03,10,10,5.55
454,Guerrero Negro,MX,2022-04-13 16:33:06,27.9769,-114.0611,65.3,46,12,7.61
455,Victoria Point,AU,2022-04-13 16:33:07,-27.5833,153.3,64.9,93,100,1.01
456,Frolovo,RU,2022-04-13 16:33:07,49.7713,43.6622,44.38,83,100,15.9
457,Bud,US,2022-04-13 16:33:08,39.447,-86.1758,64.9,94,100,15.43
458,Nikolayevsk-Na-Amure,RU,2022-04-13 16:33:09,53.1406,140.73,10.9,96,52,2.24
459,Pangai,TO,2022-04-13 16:33:10,-19.8,-174.35,81.14,72,2,11.79
460,Newport,GB,2022-04-13 16:28:50,51.5877,-2.9984,63.12,70,70,10.18
461,Hervey Bay,AU,2022-04-13 16:33:11,-25.2986,152.8535,67.01,91,85,8.01
462,Novouzensk,RU,2022-04-13 16:33:12,50.4592,48.1431,49.5,87,79,17.69
463,Binga,ZW,2022-04-13 16:33:12,-17.6203,27.3414,76.08,70,93,3.22
464,La Sarre,CA,2022-04-13 16:33:13,48.8002,-79.1996,44.47,65,100,4.9
465,Buenos Aires,AR,2022-04-13 16:30:03,-34.6132,-58.3772,66.99,44,0,6.91
466,Praia Da Vitoria,PT,2022-04-13 16:34:15,38.7333,-27.0667,62.85,94,40,23.53
467,Half Moon Bay,US,2022-04-13 16:30:15,37.4636,-122.4286,54.05,71,100,5.75
468,Kutum,SD,2022-04-13 16:34:15,14.2,24.6667,84.09,10,1,9.06
469,Zeewolde,NL,2022-04-13 16:34:16,52.3333,5.4833,63.0,70,100,1.99
470,Tiznit,MA,2022-04-13 16:34:16,29.5833,-9.5,61.32,66,4,9.51
471,General Roca,AR,2022-04-13 16:34:17,-39.0333,-67.5833,67.62,23,6,1.72
472,Kisangani,CD,2022-04-13 16:32:57,0.5167,25.2,72.84,92,82,2.37
473,Quatre Cocos,MU,2022-04-13 16:34:18,-20.2078,57.7625,78.1,84,58,21.0
474,Thunder Bay,CA,2022-04-13 16:32:33,48.4001,-89.3168,40.28,63,100,14.97
475,Dzilam Gonzalez,MX,2022-04-13 16:34:19,21.2833,-88.9333,94.39,39,75,8.93
476,Kaduqli,SD,2022-04-13 16:34:19,11.0167,29.7167,95.56,9,9,5.64
477,Rundu,NA,2022-04-13 16:34:20,-17.9333,19.7667,74.53,52,96,0.43
478,Asosa,ET,2022-04-13 16:34:20,10.0667,34.5333,73.0,53,50,1.36
479,Parry Sound,CA,2022-04-13 16:34:21,45.3501,-80.033,46.45,81,100,10.27
480,Praya,CV,2022-04-13 16:30:17,14.9215,-23.5087,75.74,57,20,23.02
481,Talaya,RU,2022-04-13 16:34:22,61.3833,152.75,2.34,97,100,3.76
482,Kalmar,SE,2022-04-13 16:33:12,56.6616,16.3616,46.33,62,0,10.36
483,Mecca,SA,2022-04-13 16:34:23,21.4267,39.8261,87.24,33,2,5.61
484,Hami,CN,2022-04-13 16:34:23,42.8,93.45,55.76,10,91,9.95
485,Okitipupa,NG,2022-04-13 16:34:24,6.5047,4.7839,84.87,64,96,6.98
486,Japura,ID,2022-04-13 16:34:25,-0.3167,102.35,74.39,98,74,0.78
487,Sur,OM,2022-04-13 16:34:25,22.5667,59.5289,87.91,28,0,5.28
488,Coos Bay,US,2022-04-13 16:34:26,43.3665,-124.2179,46.38,85,40,10.36
489,Balkanabat,TM,2022-04-13 16:34:27,39.5108,54.3671,68.11,46,4,4.5
490,Jalingo,NG,2022-04-13 16:34:28,8.8833,11.3667,95.85,33,73,4.14
491,Kavarskas,LT,2022-04-13 16:34:28,55.4333,24.9167,45.59,58,69,4.74
492,Karpogory,RU,2022-04-13 16:34:29,64.0019,44.4451,32.05,98,100,11.23
493,Susanville,US,2022-04-13 16:34:29,40.4163,-120.653,38.08,48,80,15.01
494,Gawler,AU,2022-04-13 16:34:30,-34.6,138.7333,69.31,30,13,9.69
495,Trat,TH,2022-04-13 16:34:30,12.5,102.5,78.3,89,100,2.04
496,Parkes,AU,2022-04-13 16:34:31,-33.1333,148.1833,58.35,72,0,9.08
497,Sambava,MG,2022-04-13 16:34:32,-14.2667,50.1667,77.04,86,13,10.56
498,Atar,MR,2022-04-13 16:34:32,20.5169,-13.0499,96.58,7,0,13.65
499,Coahuayana,MX,2022-04-13 16:34:32,18.7333,-103.6833,89.06,42,100,5.64
500,Bilma,NE,2022-04-13 16:34:33,18.6853,12.9164,98.15,5,51,6.85
501,Halifax,CA,2022-04-13 16:34:33,44.6453,-63.5724,57.49,34,40,17.27
502,Bandarbeyla,SO,2022-04-13 16:34:34,9.4942,50.8122,81.88,76,0,9.31
503,Javanrud,IR,2022-04-13 16:34:34,34.7961,46.5172,51.55,38,1,4.36
504,Hounde,BF,2022-04-13 16:34:35,11.5,-3.5167,102.27,16,100,2.15
505,Griffith,US,2022-04-13 16:34:35,41.5284,-87.4237,65.3,92,75,10.36
506,Mucurapo,TT,2022-04-13 16:34:36,10.6667,-61.5333,85.24,75,54,14.05
507,Touros,BR,2022-04-13 16:32:32,-5.1989,-35.4608,86.47,58,10,10.51
508,Sistranda,NO,2022-04-13 16:34:37,63.7256,8.834,44.56,76,83,18.54
509,Ternate,ID,2022-04-13 16:35:37,0.8,127.4,81.01,79,100,1.03
510,Chepareria,KE,2022-04-13 16:35:38,1.3077,35.2039,69.57,50,88,4.21
511,Jega,NG,2022-04-13 16:35:39,12.2175,4.3792,104.09,16,96,8.23
512,Ende,ID,2022-04-13 16:35:39,-8.8432,121.6623,77.72,87,88,2.13
513,Namuac,PH,2022-04-13 16:35:40,18.6109,121.1657,76.3,83,81,1.45
514,Ekhabi,RU,2022-04-13 16:35:40,53.5102,142.9671,13.28,95,53,7.92
515,Taoudenni,ML,2022-04-13 16:35:41,22.6783,-3.9836,98.73,6,0,19.24
516,Bairiki,KI,2022-04-13 16:35:41,1.3292,172.9752,80.6,83,20,6.91
517,Shemursha,RU,2022-04-13 16:35:42,54.8866,47.5189,42.71,96,27,7.7
518,Orlik,RU,2022-04-13 16:35:42,52.5178,99.825,0.07,92,24,0.94
519,Vanersborg,SE,2022-04-13 16:35:43,58.3807,12.3234,50.58,53,0,10.36
520,Pocatello,US,2022-04-13 16:35:43,42.8713,-112.4455,29.48,76,75,5.75
521,Iwanai,JP,2022-04-13 16:35:44,42.9744,140.5089,34.25,87,85,4.54
522,Rio Grande,BR,2022-04-13 16:35:44,-32.035,-52.0986,73.51,57,86,8.34
523,Yarada,IN,2022-04-13 16:35:45,17.65,83.2667,81.97,87,32,13.82
524,Nouakchott,MR,2022-04-13 16:35:45,18.0858,-15.9785,80.53,61,0,20.13
525,Chicama,PE,2022-04-13 16:35:46,-7.8447,-79.1469,63.14,65,61,9.95
526,Mehamn,NO,2022-04-13 16:35:46,71.0357,27.8492,28.31,68,0,11.5
527,Turayf,SA,2022-04-13 16:35:47,31.6725,38.6637,71.85,16,0,6.91
528,Honningsvag,NO,2022-04-13 16:35:47,70.9821,25.9704,33.55,64,0,6.91
529,Simao,CN,2022-04-13 16:31:35,22.7886,100.9748,67.01,50,6,2.39
530,Mutoko,ZW,2022-04-13 16:35:48,-17.397,32.2268,70.3,66,97,4.23
531,Sao Jose Da Coroa Grande,BR,2022-04-13 16:35:49,-8.8978,-35.1478,83.17,70,75,7.76
532,Guantanamo,CU,2022-04-13 16:35:49,20.1444,-75.2092,87.37,49,54,12.48
533,Gizo,SB,2022-04-13 16:35:50,-8.103,156.8419,82.06,75,20,4.07
